path,ai_tool,vendor,host,platform,hidden,scope,category,sent_to_llm,approx_tokens,read_write,survives_compaction,cacheable,loaded_when,path_args,description,resolution,root_strategy
%USERPROFILE%\.vscode\extensions\github.copilot*\package.json,copilot-vscode,github,vscode,windows,no,global,extensions,no,0,read,n/a,n/a,app-start,,Copilot extension manifest (Windows),literal,workspace
%APPDATA%\Code\User\globalStorage\github.copilot-chat\,copilot-vscode,github,vscode,windows,no,global,memory,no,0,rw,n/a,n/a,runtime,,Copilot Chat globalStorage (embeddings; session state; agent workspaces),literal,workspace
%APPDATA%\Code\User\globalStorage\github.copilot-chat\*-agent\*.agent.md,copilot-vscode,github,vscode,windows,no,global,agent,on-demand,100-500,read,n/a,n/a,runtime,,Built-in agent definitions (Ask/Explore/Plan),literal,workspace
%APPDATA%\Code\User\globalStorage\github.copilot-chat\copilotCli\,copilot-vscode,github,vscode,windows,no,global,runtime,no,0,rw,n/a,n/a,runtime,,CLI↔VS Code bridge (session metadata; shell integration),literal,workspace
%APPDATA%\Code\User\globalStorage\github.copilot-chat\copilot.cli.workspaceSessions.*,copilot-vscode,github,vscode,windows,no,global,runtime,no,0,rw,n/a,n/a,runtime,,Per-workspace CLI session state,literal,workspace
%TEMP%\VSGitHubCopilotLogs\,copilot-vscode,github,vscode,windows,no,global,logs,no,0,write,n/a,n/a,runtime,,Extension debug logs,literal,none
%TEMP%\vscode-azure-github-copilot\,copilot-vscode,github,vscode,windows,no,global,temp,no,0,rw,n/a,n/a,runtime,,Azure Copilot temp files,literal,none
%USERPROFILE%\.vscode\extensions\ms-azuretools.vscode-azure-github-copilot-*\,copilot-vscode,github,vscode,windows,no,global,extensions,no,0,read,n/a,n/a,app-start,,Azure Copilot extension,literal,workspace
%APPDATA%\Code\User\mcp.json,copilot-vscode,github,vscode,windows,yes,global,config,no,0,rw,n/a,n/a,app-start,,VS Code user-profile MCP server configuration (Windows),literal,workspace
{project-root}/.github/chatmodes/*.md,copilot-vscode,github,vscode,all,yes,project,agent,on-demand,100-500,rw,n/a,n/a,on-invoke,,Custom chat modes (Ask/Edit/Agent variants),recursive,workspace
{project-root}/.vscode/mcp.json,copilot-vscode,github,vscode,all,yes,project,config,no,0,rw,n/a,n/a,app-start,,VS Code workspace MCP server configuration (Copilot agent mode),recursive,workspace
%APPDATA%\Code\User\memories\*.md,copilot-vscode,github,vscode,windows,yes,global,memory,yes,50-500,rw,n/a,n/a,every-call,,VS Code user-scoped memory files (Windows),literal,workspace
%APPDATA%\Code\User\memories\repo\*.md,copilot-vscode,github,vscode,windows,yes,session,memory,yes,50-500,rw,n/a,n/a,every-call,,VS Code repository-scoped memory files (Windows),literal,workspace
{project-root}/.cursor/mcp.json,cursor,cursor-inc,standalone,all,yes,project,config,no,0,rw,n/a,n/a,app-start,,Project-level MCP server configuration (Cursor-specific),recursive,workspace
%APPDATA%\Cursor\User\settings.json,cursor,cursor-inc,standalone,windows,no,global,config,no,0,rw,n/a,n/a,app-start,,Cursor global user settings (Windows),literal,workspace
{project-root}/.windsurf/mcp.json,windsurf,codeium,standalone,all,yes,project,config,no,0,rw,n/a,n/a,app-start,,Project-level MCP server configuration (Windsurf-specific),recursive,workspace
{project-root}/.env,project-env,mixed,any,all,yes,project,credentials,no,0,read,n/a,n/a,runtime,,Environment variables (read by most AI tools and frameworks),recursive,cwd
{project-root}/.envrc,project-env,mixed,any,all,yes,project,credentials,no,0,read,n/a,n/a,runtime,,direnv environment config (auto-loaded on cd),recursive,cwd
{project-root}/.env.local,project-env,mixed,any,all,yes,project,credentials,no,0,read,n/a,n/a,runtime,,Local env overrides (Next.js and other frameworks),recursive,cwd
{project-root}/.env.development,project-env,mixed,any,all,yes,project,credentials,no,0,read,n/a,n/a,runtime,,Development environment variables,recursive,cwd
{project-root}/.context.toml,aictl,meta,cli,all,yes,project,config,no,0,rw,n/a,n/a,session-start,,aictl project context file,recursive,cwd
{project-root}/.ai-deployed/manifest.json,aictl,meta,cli,all,yes,project,runtime,no,0,rw,n/a,n/a,runtime,,aictl deployment manifest,rooted,cwd
{project-root}/skprompt.txt,project-env,microsoft,any,all,no,project,instructions,yes,100-2000,rw,yes,yes,every-call,,Semantic Kernel prompt template file,recursive,cwd
{project-root}/flow.dag.yaml,project-env,microsoft,any,all,no,project,config,no,0,rw,n/a,n/a,runtime,,Azure PromptFlow DAG flow definition,recursive,cwd
{project-root}/flow.flex.yaml,project-env,microsoft,any,all,no,project,config,no,0,rw,n/a,n/a,runtime,,Azure PromptFlow flex flow definition,recursive,cwd
{project-root}/.promptflow/,project-env,microsoft,any,all,yes,project,config,no,0,rw,n/a,n/a,runtime,,Azure PromptFlow local config directory,recursive,cwd
{project-root}/azure.yaml,project-env,microsoft,any,all,no,project,config,no,0,rw,n/a,n/a,runtime,,Azure Developer CLI (azd) project config,rooted,cwd
{project-root}/.azure/,project-env,microsoft,any,all,yes,project,runtime,no,0,rw,n/a,n/a,runtime,,Azure Developer CLI local state directory,rooted,cwd
%LOCALAPPDATA%\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\,copilot365,microsoft,m365,windows,yes,global,runtime,no,0,rw,n/a,n/a,app-start,,UWP package folder (app data; cache; settings),literal,none
%PROGRAMFILES%\WindowsApps\Microsoft.MicrosoftOfficeHub_*\M365Copilot.exe,copilot365,microsoft,m365,windows,no,global,runtime,no,0,read,n/a,n/a,app-start,,M365Copilot executable (UWP/MSIX; renamed from Webviewhost.exe late 2025),literal,none
{project-root}/m365agents.yml,copilot365,microsoft,m365,all,no,project,config,no,0,rw,n/a,n/a,runtime,,M365 Agents Toolkit project manifest (ATK v5.12+ — replaces teamsapp.yml),recursive,cwd
{project-root}/m365agents.local.yml,copilot365,microsoft,m365,all,no,project,config,no,0,rw,n/a,n/a,runtime,,Local dev overrides for M365 agents manifest,recursive,cwd
{project-root}/teamsapp.yml,copilot365,microsoft,m365,all,no,project,config,no,0,rw,n/a,n/a,runtime,,Microsoft 365 Copilot Teams app manifest (M365 Agents Toolkit),recursive,cwd
{project-root}/teamsapp.local.yml,copilot365,microsoft,m365,all,no,project,config,no,0,rw,n/a,n/a,runtime,,Local dev overrides for Teams app manifest,recursive,cwd
{project-root}/aad.manifest.json,copilot365,microsoft,m365,all,no,project,config,no,0,rw,n/a,n/a,runtime,,Azure AD / Entra ID app registration manifest,recursive,cwd
{project-root}/appPackage/manifest.json,copilot365,microsoft,m365,all,no,project,config,no,0,rw,n/a,n/a,runtime,,M365 app manifest (schema v1.18+; defines copilotAgents node),recursive,cwd
{project-root}/appPackage/declarativeAgent.json,copilot365,microsoft,m365,all,no,project,agent,yes,200-2000,rw,yes,yes,runtime,,Declarative agent manifest (schema v1.6; instructions up to 8000 chars),recursive,cwd
{project-root}/appPackage/apiPlugin.json,copilot365,microsoft,m365,all,no,project,config,no,0,rw,n/a,n/a,runtime,,API plugin manifest for Copilot extensibility,recursive,cwd
{project-root}/appPackage/color.png,copilot365,microsoft,m365,all,no,project,runtime,no,0,read,n/a,n/a,runtime,,192x192 full-color app icon,recursive,cwd
{project-root}/appPackage/outline.png,copilot365,microsoft,m365,all,no,project,runtime,no,0,read,n/a,n/a,runtime,,32x32 outline app icon (transparent bg),recursive,cwd
{project-root}/appPackage/localization/,copilot365,microsoft,m365,all,no,project,config,no,0,rw,n/a,n/a,runtime,,Localization files for multi-language support,recursive,cwd
{project-root}/.fx/,copilot365,microsoft,m365,all,yes,project,config,no,0,rw,n/a,n/a,runtime,,Teams Toolkit project config directory (legacy),recursive,cwd
{project-root}/env/.env.dev,copilot365,microsoft,m365,all,yes,project,credentials,no,0,rw,n/a,n/a,runtime,,M365 Agents Toolkit dev environment config,recursive,cwd
{project-root}/env/.env.local,copilot365,microsoft,m365,all,yes,project,credentials,no,0,rw,n/a,n/a,runtime,,M365 Agents Toolkit local environment config,recursive,cwd
%USERPROFILE%\.copilot\skills\{skill}\SKILL.md,copilot-cli,github,cli,windows,no,global,skills,on-demand,50-500,rw,n/a,n/a,on-invoke,{skill},User-profile skill definitions,literal,git-root
%LOCALAPPDATA%\JetBrains\*\options\github-copilot.xml,copilot-jetbrains,github,jetbrains,windows,no,global,config,no,0,rw,n/a,n/a,app-start,,JetBrains Copilot language allow-list and settings,literal,workspace
%USERPROFILE%\.claude-memory\memory.db,claude-code,anthropic,"cli,vscode",windows,yes,global,database,no,0,rw,n/a,n/a,runtime,,SQLite memory database (community MCP server — Windows),literal,none
