path,ai_tool,vendor,host,platform,hidden,scope,category,sent_to_llm,approx_tokens,read_write,survives_compaction,cacheable,loaded_when,path_args,description,resolution,root_strategy
{project-root}/.windsurf/rules/*.md,windsurf,codeium,standalone,all,yes,project,rules,conditional,50-500,rw,yes,yes,on-match/always/mention,,Modern granular rules (Wave 8+),recursive,workspace
{project-root}/.codeiumignore,windsurf,codeium,standalone,all,yes,project,ignore,no,0,read,n/a,n/a,app-start,,Project-level file exclusions,recursive,workspace
{project-root}/cascade-memories/,windsurf,codeium,standalone,all,no,project,memory,partial,varies,rw,n/a,n/a,runtime,,"Cascade-generated memories (auto, in project root)",recursive,workspace
~/.openclaw/openclaw.json,openclaw,community,cli,macos/linux,yes,global,config,no,0,rw,n/a,n/a,gateway-start,,"Main configuration (JSON5, hot-reloaded)",literal,cwd
~/.openclaw/.env,openclaw,community,cli,macos/linux,yes,global,credentials,no,0,read,n/a,n/a,gateway-start,,"API keys (ANTHROPIC_API_KEY, etc.)",literal,cwd
~/.openclaw/credentials/,openclaw,community,cli,macos/linux,yes,global,credentials,no,0,rw,n/a,n/a,runtime,,"Channel auth credentials (WhatsApp session, etc.)",literal,cwd
~/.openclaw/workspace/AGENTS.md,openclaw,community,cli,macos/linux,yes,global,instructions,yes,100-3000,rw,yes,yes,every-call,,Agent behavior instructions (injected into prompt),literal,cwd
~/.openclaw/workspace/SOUL.md,openclaw,community,cli,macos/linux,yes,global,instructions,yes,100-2000,rw,yes,yes,every-call,,Personality/identity definition,literal,cwd
~/.openclaw/workspace/TOOLS.md,openclaw,community,cli,macos/linux,yes,global,instructions,yes,100-1000,rw,yes,yes,every-call,,Machine-specific environment config,literal,cwd
~/.openclaw/workspace/SHIELD.md,openclaw,community,cli,macos/linux,yes,global,instructions,conditional,100-1000,rw,yes,yes,on-demand,,Optional security policy,literal,cwd
~/.openclaw/workspace/MEMORY.md,openclaw,community,cli,macos/linux,yes,global,memory,yes,100-3000,rw,yes,yes,every-call,,"Curated essentials, always in context",literal,cwd
~/.openclaw/workspace/BOOT.md,openclaw,community,cli,macos/linux,yes,global,instructions,conditional,100-500,rw,n/a,n/a,gateway-start,,Startup routine,literal,cwd
~/.openclaw/workspace/HEARTBEAT.md,openclaw,community,cli,macos/linux,yes,global,instructions,conditional,100-500,rw,n/a,n/a,on-schedule,,Periodic checks schedule,literal,cwd
~/.openclaw/workspace/USER.md,openclaw,community,cli,macos/linux,yes,global,instructions,yes,100-1000,rw,yes,yes,every-call,,User profile for personalization,literal,cwd
~/.openclaw/workspace/IDENTITY.md,openclaw,community,cli,macos/linux,yes,global,instructions,conditional,50-300,rw,yes,yes,on-demand,,Quick reference card,literal,cwd
~/.openclaw/workspace/skills/{skill}/SKILL.md,openclaw,community,cli,macos/linux,yes,global,skills,on-demand,50-500,rw,n/a,n/a,on-invoke,{skill},Skill definitions,literal,cwd
~/.openclaw/agents/{agent}/SOUL.md,openclaw,community,cli,macos/linux,yes,global,agent,yes,100-2000,rw,yes,yes,on-agent-active,"{agent}=e.g. main,work",Per-agent personality,literal,cwd
~/.openclaw/openclaw.json.bak,openclaw,community,cli,macos/linux,yes,global,backup,no,0,write,n/a,n/a,on-config-change,,Auto-backup on config changes,literal,cwd
~/openclaw-fleet/{server}.md,openclaw,community,cli,macos/linux,no,global,runtime,no,0,rw,n/a,n/a,runtime,{server},Fleet state (one .md per remote server),literal,cwd
{project-root}/openclaw.config.json,openclaw,community,cli,all,no,project,config,no,0,rw,n/a,n/a,gateway-start,,Project-specific config (merges with global),rooted,cwd
~/.claude.json,claude-code,anthropic,"cli,vscode",macos/linux,yes,global,config,no,0,rw,n/a,n/a,session-start,,User-scoped MCP servers and account config (claude mcp add --scope user),literal,cwd
{project-root}/.lsp.json,claude-code,anthropic,"cli,vscode",all,yes,project,config,no,0,rw,n/a,n/a,session-start,,Language server configuration (project-level),recursive,cwd
~/.claude/plugins/blocklist.json,claude-code,anthropic,"cli,vscode",macos/linux,yes,global,config,no,0,rw,n/a,n/a,session-start,,Plugin blocklist (disabled plugins),literal,cwd
~/.claude/plugins/known_marketplaces.json,claude-code,anthropic,"cli,vscode",macos/linux,yes,global,config,no,0,rw,n/a,n/a,session-start,,Known plugin marketplace registry,literal,cwd
{project-root}/.github/agents/*.agent.md,copilot,github,"vscode,jetbrains,cli",all,yes,project,agent,on-demand,200-500,rw,n/a,n/a,on-delegation,,Custom agent definitions (repo-level; also available at org level),recursive,git-root
{project-root}/.github/skills/{skill}/SKILL.md,copilot-cli,github,cli,all,yes,project,skills,on-demand,50-500,rw,n/a,n/a,on-invoke,{skill},Copilot CLI skill definitions (project-level),recursive,git-root
{project-root}/.copilot-mcp.json,copilot-cli,github,cli,all,yes,project,config,no,0,rw,n/a,n/a,session-start,,Alternative project-level MCP config (alternative to .copilot/mcp-config.json),recursive,git-root
{project-root}/.vscode/settings.json,copilot-vscode,github,vscode,all,yes,project,config,no,0,rw,n/a,n/a,app-start,,VS Code workspace settings (all AI/Copilot/OTel settings live here),recursive,workspace
{project-root}/.vscode/extensions.json,copilot-vscode,github,vscode,all,yes,project,config,no,0,read,n/a,n/a,app-start,,Recommended extensions list (includes Copilot),recursive,workspace
{project-root}/.vscode/launch.json,copilot-vscode,github,vscode,all,yes,project,config,no,0,rw,n/a,n/a,app-start,,Debug launch configurations,recursive,workspace
{project-root}/.vscode/tasks.json,copilot-vscode,github,vscode,all,yes,project,config,no,0,rw,n/a,n/a,app-start,,Task runner definitions (build/test/lint),recursive,workspace
{project-root}/.devcontainer/devcontainer.json,copilot-vscode,github,vscode,all,yes,project,config,no,0,rw,n/a,n/a,app-start,,Dev Container config (can embed AI settings and Copilot extensions),recursive,workspace
~/Library/Application Support/Code/User/settings.json,copilot-vscode,github,vscode,macos,no,global,config,no,0,rw,n/a,n/a,app-start,,VS Code global user settings (Copilot/OTel preferences),literal,workspace
~/Library/Application Support/Code/User/mcp.json,copilot-vscode,github,vscode,macos,no,global,config,no,0,rw,n/a,n/a,app-start,,VS Code user-level MCP config (separate from .mcp.json),literal,workspace
~/Library/Application Support/Code/User/chatLanguageModels.json,copilot-vscode,github,vscode,macos,no,global,config,no,0,rw,n/a,n/a,app-start,,Custom language model registrations,literal,workspace
~/.config/Code/User/settings.json,copilot-vscode,github,vscode,linux,yes,global,config,no,0,rw,n/a,n/a,app-start,,VS Code global user settings (Linux),literal,workspace
~/.config/Code/User/mcp.json,copilot-vscode,github,vscode,linux,yes,global,config,no,0,rw,n/a,n/a,app-start,,VS Code user-level MCP config (Linux),literal,workspace
~/.vscode/extensions/github.copilot*/package.json,copilot-vscode,github,vscode,macos/linux,yes,global,extensions,no,0,read,n/a,n/a,app-start,,Copilot extension manifest (version detection),literal,workspace
~/Library/Application Support/Code/User/globalStorage/github.copilot-chat/,copilot-vscode,github,vscode,macos,no,global,memory,no,0,rw,n/a,n/a,runtime,,Copilot Chat globalStorage (embeddings; session state; agent workspaces),literal,workspace
~/Library/Application Support/Code/User/globalStorage/github.copilot-chat/*-agent/*.agent.md,copilot-vscode,github,vscode,macos,no,global,agent,on-demand,100-500,read,n/a,n/a,runtime,,Built-in agent definitions (Ask/Explore/Plan),literal,workspace
~/Library/Application Support/Code/User/globalStorage/github.copilot-chat/copilotCli/,copilot-vscode,github,vscode,macos,no,global,runtime,no,0,rw,n/a,n/a,runtime,,CLI↔VS Code bridge (session metadata; shell integration),literal,workspace
~/.config/Code/User/globalStorage/github.copilot-chat/,copilot-vscode,github,vscode,linux,yes,global,memory,no,0,rw,n/a,n/a,runtime,,Copilot Chat globalStorage (Linux),literal,workspace
~/.copilot/skills/{skill}/SKILL.md,copilot-cli,github,cli,macos/linux,yes,global,skills,on-demand,50-500,rw,n/a,n/a,on-invoke,{skill},User-profile skill definitions,literal,git-root
~/.config/gh/config.yml,copilot-cli,github,cli,macos/linux,yes,global,config,no,0,read,n/a,n/a,session-start,,GitHub CLI config (auth method preferences; companion to hosts.yml),literal,git-root
~/Library/Application Support/JetBrains/*/options/github-copilot.xml,copilot-jetbrains,github,jetbrains,macos,no,global,config,no,0,rw,n/a,n/a,app-start,,JetBrains Copilot language allow-list and settings,literal,workspace
~/.config/JetBrains/*/options/github-copilot.xml,copilot-jetbrains,github,jetbrains,linux,yes,global,config,no,0,rw,n/a,n/a,app-start,,JetBrains Copilot language allow-list and settings (Linux),literal,workspace
~/.config/github-copilot/intellij/global-copilot-instructions.md,copilot-jetbrains,github,jetbrains,macos/linux,yes,global,instructions,yes,100-2000,rw,yes,yes,every-call,,JetBrains global Copilot instructions,literal,workspace
{project-root}/.cursor/mcp.json,cursor,cursor-inc,standalone,all,yes,project,config,no,0,rw,n/a,n/a,app-start,,Project-level MCP server configuration (Cursor-specific),recursive,workspace
~/Library/Application Support/Cursor/User/settings.json,cursor,cursor-inc,standalone,macos,no,global,config,no,0,rw,n/a,n/a,app-start,,Cursor global user settings (VS Code compatible),literal,workspace
{project-root}/.windsurf/mcp.json,windsurf,codeium,standalone,all,yes,project,config,no,0,rw,n/a,n/a,app-start,,Project-level MCP server configuration (Windsurf-specific),recursive,workspace
{project-root}/.env,project-env,mixed,any,all,yes,project,credentials,no,0,read,n/a,n/a,runtime,,Environment variables (read by most AI tools and frameworks),recursive,cwd
{project-root}/.envrc,project-env,mixed,any,all,yes,project,credentials,no,0,read,n/a,n/a,runtime,,direnv environment config (auto-loaded on cd),recursive,cwd
{project-root}/.env.local,project-env,mixed,any,all,yes,project,credentials,no,0,read,n/a,n/a,runtime,,Local env overrides (Next.js and other frameworks),recursive,cwd
{project-root}/.env.development,project-env,mixed,any,all,yes,project,credentials,no,0,read,n/a,n/a,runtime,,Development environment variables,recursive,cwd
{project-root}/.context.toml,aictl,meta,cli,all,yes,project,config,no,0,rw,n/a,n/a,session-start,,aictl project context file,recursive,cwd
{project-root}/.ai-deployed/manifest.json,aictl,meta,cli,all,yes,project,runtime,no,0,rw,n/a,n/a,runtime,,aictl deployment manifest,rooted,cwd
{project-root}/skprompt.txt,project-env,microsoft,any,all,no,project,instructions,yes,100-2000,rw,yes,yes,every-call,,Semantic Kernel prompt template file,recursive,cwd
{project-root}/flow.dag.yaml,project-env,microsoft,any,all,no,project,config,no,0,rw,n/a,n/a,runtime,,Azure PromptFlow DAG flow definition,recursive,cwd
{project-root}/flow.flex.yaml,project-env,microsoft,any,all,no,project,config,no,0,rw,n/a,n/a,runtime,,Azure PromptFlow flex flow definition,recursive,cwd
{project-root}/.promptflow/,project-env,microsoft,any,all,yes,project,config,no,0,rw,n/a,n/a,runtime,,Azure PromptFlow local config directory,recursive,cwd
{project-root}/azure.yaml,project-env,microsoft,any,all,no,project,config,no,0,rw,n/a,n/a,runtime,,Azure Developer CLI (azd) project config,rooted,cwd
{project-root}/.azure/,project-env,microsoft,any,all,yes,project,runtime,no,0,rw,n/a,n/a,runtime,,Azure Developer CLI local state directory,rooted,cwd
{project-root}/m365agents.yml,copilot365,microsoft,m365,all,no,project,config,no,0,rw,n/a,n/a,runtime,,M365 Agents Toolkit project manifest (ATK v5.12+ — replaces teamsapp.yml),recursive,cwd
{project-root}/m365agents.local.yml,copilot365,microsoft,m365,all,no,project,config,no,0,rw,n/a,n/a,runtime,,Local dev overrides for M365 agents manifest,recursive,cwd
{project-root}/teamsapp.yml,copilot365,microsoft,m365,all,no,project,config,no,0,rw,n/a,n/a,runtime,,Legacy Teams Toolkit manifest (deprecated — sunset July 2026),recursive,cwd
{project-root}/teamsapp.local.yml,copilot365,microsoft,m365,all,no,project,config,no,0,rw,n/a,n/a,runtime,,Local dev overrides for legacy Teams app manifest,recursive,cwd
{project-root}/aad.manifest.json,copilot365,microsoft,m365,all,no,project,config,no,0,rw,n/a,n/a,runtime,,Azure AD / Entra ID app registration manifest,recursive,cwd
{project-root}/appPackage/manifest.json,copilot365,microsoft,m365,all,no,project,config,no,0,rw,n/a,n/a,runtime,,M365 app manifest (schema v1.18+; defines copilotAgents node),recursive,cwd
{project-root}/appPackage/declarativeAgent.json,copilot365,microsoft,m365,all,no,project,agent,yes,200-2000,rw,yes,yes,runtime,,Declarative agent manifest (schema v1.6; instructions up to 8000 chars),recursive,cwd
{project-root}/appPackage/apiPlugin.json,copilot365,microsoft,m365,all,no,project,config,no,0,rw,n/a,n/a,runtime,,API plugin manifest for Copilot extensibility,recursive,cwd
{project-root}/appPackage/color.png,copilot365,microsoft,m365,all,no,project,runtime,no,0,read,n/a,n/a,runtime,,192x192 full-color app icon,recursive,cwd
{project-root}/appPackage/outline.png,copilot365,microsoft,m365,all,no,project,runtime,no,0,read,n/a,n/a,runtime,,32x32 outline app icon (transparent bg),recursive,cwd
{project-root}/appPackage/localization/,copilot365,microsoft,m365,all,no,project,config,no,0,rw,n/a,n/a,runtime,,Localization files for multi-language support,recursive,cwd
{project-root}/.fx/,copilot365,microsoft,m365,all,yes,project,config,no,0,rw,n/a,n/a,runtime,,Teams Toolkit project config directory (legacy),recursive,cwd
{project-root}/env/.env.dev,copilot365,microsoft,m365,all,yes,project,credentials,no,0,rw,n/a,n/a,runtime,,M365 Agents Toolkit dev environment config,recursive,cwd
{project-root}/env/.env.local,copilot365,microsoft,m365,all,yes,project,credentials,no,0,rw,n/a,n/a,runtime,,M365 Agents Toolkit local environment config,recursive,cwd
{vscode-user}/mcp.json,copilot-vscode,github,vscode,all,yes,global,config,no,0,rw,n/a,n/a,app-start,,VS Code user-profile MCP server configuration,literal,workspace
{project-root}/.github/chatmodes/*.md,copilot-vscode,github,vscode,all,yes,project,agent,on-demand,100-500,rw,n/a,n/a,on-invoke,,Custom chat modes (Ask/Edit/Agent variants),recursive,workspace
{project-root}/.vscode/mcp.json,copilot-vscode,github,vscode,all,yes,project,config,no,0,rw,n/a,n/a,app-start,,VS Code workspace MCP server configuration (Copilot agent mode),recursive,workspace
{vscode-user}/memories/*.md,copilot-vscode,github,vscode,all,yes,global,memory,yes,50-500,rw,n/a,n/a,every-call,,VS Code user-scoped memory files (auto-loaded first 200 lines),literal,workspace
{vscode-user}/memories/repo/*.md,copilot-vscode,github,vscode,all,yes,session,memory,yes,50-500,rw,n/a,n/a,every-call,,VS Code repository-scoped memory files,literal,workspace
{vscode-user}/memories/session/*.md,copilot-vscode,github,vscode,all,no,session,memory,partial,50-500,rw,n/a,no,session-start,,VS Code session-scoped memory (cleared at end),literal,workspace
